Index,CountryName,CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Life expectancy,East Asia & Pacific (IDA & IBRD countries),TEA,45.65249612,46.10009701,46.82495293,47.86307913,49.21960308,50.81613394,52.53551631,54.2427072,55.81727242,57.20239579,58.37276681,59.34556549,60.19053661,60.96842202,61.69764555,62.389024,63.04887848,63.66830041,64.2416492,64.76812027,65.24555428,65.67543595,66.06396149,66.41353029,66.73040695,67.01671761,67.27537586,67.50724071,67.71644242,67.90943055,68.09232932,68.27068151,68.44982133,68.63671234,68.83928997,69.06699799,69.32914281,69.6236676,69.94891983,70.29731434,70.66242622,71.03413808,71.3994369,71.74887442,72.07595887,72.37557052,72.64681099,72.89435067,73.12349974,73.335636,73.53187396,73.71538372,73.88869261,74.05343078,74.21390768,74.37106401,74.527656,74.68240356
Net migration,East Asia & Pacific (IDA & IBRD countries),TEA,,,-1290120,,,,,-871549,,,,,-1305615,,,,,-1526815,,,,,-700822,,,,,-657805,,,,,-2868246,,,,,-1146831,,,,,-5180685,,,,,-6801570,,,,,-3373331,,,,,-3398749
Population,East Asia & Pacific (IDA & IBRD countries),TEA,882521780,881860855,893563282,916564186,939183159,962765447,989873762,1016049763,1043166800,1071971006,1101678966,1132024736,1160630217,1188294881,1214467266,1238240441,1260190650,1280579539,1300959482,1321650189,1342000587,1363065686,1386477552,1410012614,1432476226,1455657360,1480373783,1506584207,1533101548,1558955173,1584201525,1608359598,1630963313,1652721433,1674318786,1695483907,1716273159,1736829482,1756647023,1775313792,1792988790,1809863171,1825997060,1841494233,1856577921,1871547818,1886075684,1900087547,1913991988,1927809542,1941604842,1955546907,1969762859,1984152637,1998686391,2013132699,2027896410,2042782723
GDP per capita,Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.966733,2257.246155,2383.73115,2342.422158,2186.037636,2149.157817,1929.164591,2115.258809,2179.69294,2250.046036,2173.906637,1883.895268,2049.886259,2087.674388,2346.259101,2886.948975,3732.356604,4669.098823,5641.53826,7240.9485,8939.128156,7060.26141,8238.80164,9964.342753,10345.93259,10919.22794,10265.95048,7940.095906,7611.036783,8489.240866
Life expectancy,Europe & Central Asia (IDA & IBRD countries),TEC,63.83411288,64.30933011,64.62865338,65.04928593,65.34289814,65.62249195,65.81337143,65.88240146,66.08884394,66.11877603,66.35117819,66.50906043,66.64864833,66.74747578,66.88464809,66.67871487,66.67578393,66.66075192,66.71166407,66.69452537,66.74155655,67.02227174,67.32695206,67.42198995,67.39751258,67.74823845,68.459963,68.61703796,68.72159942,68.6559238,68.5279239,68.33134352,67.70696209,66.97786754,66.77548405,66.8307398,67.3740629,67.96438688,68.31637529,68.12057002,68.22797666,68.40463554,68.50308307,68.62955541,68.95288636,69.08564473,69.66492984,70.1313088,70.42363686,70.97926541,71.30083799,71.85333782,72.15200532,72.52984522,72.7625368,72.9968135,73.32380427,73.60714088
Net migration,Europe & Central Asia (IDA & IBRD countries),TEC,,,-189908,,,,,176565,,,,,-722017,,,,,-412027,,,,,-82107,,,,,-1764751,,,,,-3424490,,,,,-2897849,,,,,-690580,,,,,127338,,,,,1182959,,,,,1512470
Population,Europe & Central Asia (IDA & IBRD countries),TEC,308725569,313376606,318064902,322826589,327595719,332179695,336034902,340026610,343932472,347715030,351365180,355014665,358811330,362617168,366462171,370343452,374386922,378362844,382240912,386094396,390079988,394135900,398032480,401921814,406046169,410151686,414185915,418164441,421969350,425589142,428315596,430332324,431950490,433327414,434087700,434523329,434848227,435203825,435449937,435395484,435043731,434621856,434288360,434439096,434795161,435215551,435768107,436466640,437558499,439337195,441252120,443467250,445674287,448108783,450514161,452969005,455387576,457632291
GDP per capita,Togo,TGO,76.63845417,79.12013307,81.99474913,87.79197513,99.93788939,109.6201848,121.8335574,124.8793956,124.3495722,131.5698685,120.0538809,131.0987358,149.3505629,176.4737398,237.8140162,256.1026754,251.3233693,308.681615,319.9199531,337.4301441,417.6685258,342.2239169,281.8639162,253.0358123,228.6925986,234.3563261,315.3702223,359.5481768,384.9456179,367.0137728,430.0114381,412.722312,426.0809921,303.4487827,236.0011558,306.3583371,333.189857,330.5621437,339.2473068,326.6040699,299.4116476,289.7512701,323.467151,391.5667186,407.6072462,401.2789525,402.4630581,443.3757548,537.2261475,531.6683806,526.8410724,579.0130763,564.6971486,613.4402094,632.0313104,563.4753638,586.0522537,610.1517301
Life expectancy,Togo,TGO,40.297,40.941,41.58,42.215,42.846,43.473,44.098,44.72,45.339,45.955,46.568,47.175,47.777,48.371,48.958,49.537,50.112,50.683,51.246,51.799,52.339,52.863,53.365,53.839,54.276,54.673,55.028,55.337,55.592,55.784,55.888,55.873,55.734,55.485,55.146,54.756,54.359,54,53.72,53.544,53.489,53.551,53.707,53.935,54.23,54.598,55.048,55.578,56.174,56.814,57.465,58.092,58.668,59.174,59.601,59.949,60.232,60.477
Net migration,Togo,TGO,,,-77885,,,,,138923,,,,,-49999,,,,,-100000,,,,,50001,,,,,-20000,,,,,-95000,,,,,80000,,,,,-9999,,,,,-9999,,,,,-9994,,,,,-9999
Population,Togo,TGO,1580513,1597526,1612755,1631764,1662073,1708630,1774029,1855442,1945780,2034907,2115522,2185662,2247582,2303345,2356622,2410446,2464455,2518566,2576469,2642846,2720839,2812039,2915066,3026238,3140237,3252994,3364020,3474080,3581928,3686373,3786940,3882271,3973327,4064926,4163642,4274024,4398238,4534551,4679023,4825704,4970367,5111770,5251472,5391401,5534598,5683268,5837792,5997385,6161796,6330472,6502952,6679282,6859482,7042948,7228915,7416802,7606374,7797694
GDP per capita,Thailand,THA,100.7675964,107.4979324,113.7825016,118.1432447,125.9378949,137.9180399,161.0056836,166.9245459,174.78713,186.8806541,192.125665,194.2582535,209.3565565,269.8517747,332.1171748,351.5475169,391.4830109,445.3194956,528.5062578,589.750884,682.7734555,720.8917652,742.6752585,797.8852163,817.8274615,747.4941323,813.2003615,936.4587224,1123.011814,1294.932165,1508.285774,1715.638125,1926.987525,2208.345294,2490.311547,2845.410314,3042.903989,2467.492895,1845.466238,2032.992147,2007.564826,1893.145377,2096.054617,2358.930629,2659.839108,2893.651356,3368.952576,3972.206475,4378.687406,4212.054902,5075.302176,5491.159981,5859.887644,6168.394881,5953.793928,5846.394608,5979.293546,6595.004125
Life expectancy,Thailand,THA,54.703,55.235,55.747,56.233,56.694,57.136,57.567,58,58.444,58.905,59.387,59.888,60.405,60.93,61.46,61.986,62.496,62.987,63.464,63.936,64.433,64.993,65.635,66.353,67.128,67.911,68.642,69.266,69.747,70.073,70.25,70.303,70.283,70.241,70.204,70.192,70.214,70.266,70.346,70.462,70.624,70.841,71.11,71.424,71.775,72.149,72.534,72.915,73.279,73.617,73.923,74.197,74.446,74.678,74.895,75.103,75.303,75.498
Net migration,Thailand,THA,,,0,,,,,0,,,,,402578,,,,,287226,,,,,341913,,,,,513675,,,,,-607538,,,,,695804,,,,,373746,,,,,59008,,,,,167314,,,,,97222
Population,Thailand,THA,27397175,28224204,29081034,29967041,30881332,31822796,32789096,33778504,34790945,35826804,36884913,37964925,39061994,40164966,41259536,42334954,43386841,44416010,45423436,46412307,47385323,48337503,49267560,50186199,51108082,52041469,52996467,53964406,54912334,55795106,56582821,57258401,57837878,58364891,58901666,59491790,60151472,60863506,61597283,62306651,62958021,63543322,64073164,64554952,65002231,65425470,65824164,66195615,66545760,66881867,67208808,67530130,67843979,68143065,68416772,68657600,68863514,69037513
GDP per capita,Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.6401257,469.3306256,346.9480225,291.4226261,267.968918,213.638972,178.4744154,155.3562498,219.226346,177.6983688,138.4319081,170.8085033,189.3945515,236.49018,309.2801984,337.360397,404.2894059,520.0371866,706.0875846,666.3458569,738.3475227,834.5412953,954.7205253,1040.137412,1104.459019,918.8119145,795.9607475,801.0508713
Life expectancy,Tajikistan,TJK,56.152,56.572,56.995,57.419,57.843,58.261,58.667,59.059,59.432,59.784,60.114,60.422,60.711,60.986,61.247,61.499,61.743,61.982,62.216,62.445,62.679,62.926,63.184,63.442,63.684,63.869,63.946,63.896,63.724,63.455,63.149,62.88,62.719,62.71,62.869,63.185,63.618,64.105,64.591,65.053,65.485,65.894,66.303,66.727,67.163,67.607,68.052,68.487,68.902,69.29,69.644,69.958,70.234,70.477,70.69,70.879,71.051,71.214
Net migration,Tajikistan,TJK,,,20827,,,,,25884,,,,,-12207,,,,,-17023,,,,,-38201,,,,,-68033,,,,,-289263,,,,,-294793,,,,,-82491,,,,,-73245,,,,,-99999,,,,,-99999
Population,Tajikistan,TJK,2087038,2159123,2236559,2318234,2402455,2487953,2574478,2662230,2750894,2840228,2930079,3020391,3111264,3203019,3296095,3390935,3487644,3586499,3688385,3794420,3905413,4020778,4140258,4265247,4397525,4537789,4687283,4843951,5001110,5149803,5283728,5400714,5502976,5594114,5679832,5764712,5849540,5934282,6021691,6114886,6216205,6327125,6447688,6576877,6712841,6854176,7000557,7152385,7309728,7472819,7641630,7815949,7995062,8177809,8362745,8548651,8734951,8921343
GDP per capita,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.2208844,861.7841338,838.5665772,865.7896521,846.6461572,820.6842727,791.0862896,606.6690572,588.0960878,554.8330098,562.637312,590.3934846,548.6995162,643.1750108,774.4833398,967.8907946,1283.911815,1453.917166,1704.419323,2136.476099,2600.371428,3904.467675,4036.459223,4439.203,5649.978486,6675.262954,7304.420525,7962.365824,6432.68417,6389.354326,6586.625863
Life expectancy,Turkmenistan,TKM,54.471,54.897,55.326,55.757,56.186,56.609,57.021,57.417,57.794,58.147,58.472,58.765,59.028,59.267,59.488,59.703,59.925,60.163,60.422,60.701,60.999,61.311,61.622,61.92,62.193,62.426,62.605,62.727,62.797,62.82,62.811,62.784,62.761,62.757,62.785,62.85,62.952,63.083,63.237,63.412,63.613,63.842,64.101,64.386,64.693,65.017,65.354,65.695,66.031,66.355,66.657,66.928,67.167,67.375,67.552,67.704,67.835,67.956
Net migration,Turkmenistan,TKM,,,26783,,,,,28147,,,,,25346,,,,,-5070,,,,,-35795,,,,,-39702,,,,,43633,,,,,-64674,,,,,-125883,,,,,-62717,,,,,-50002,,,,,-25001
Population,Turkmenistan,TKM,1603258,1658362,1715408,1773853,1833063,1892599,1952141,2011763,2071789,2132799,2195173,2258964,2324013,2390213,2457382,2525361,2594311,2664257,2734896,2805818,2876808,2947779,3019066,3091511,3166221,3244018,3324456,3407319,3493894,3585867,3683966,3789185,3899843,4010789,4115099,4207840,4287344,4355114,4413477,4466132,4516131,4564080,4610002,4655741,4703398,4754641,4810105,4870137,4935762,5007950,5087210,5174061,5267839,5366277,5466241,5565284,5662544,5758075
GDP per capita,Latin America & the Caribbean (IDA & IBRD countries),TLA,364.6278542,374.9393633,417.3699423,408.5978906,443.08692,459.0374148,490.0817484,488.6222237,512.1063734,558.5978934,592.2879383,643.3412158,703.8131064,906.2618406,1160.039652,1181.822522,1284.766224,1381.994507,1528.142386,1786.687732,2116.636873,2396.828165,2174.924773,1857.535602,1826.074701,1844.685825,1813.178194,1874.736276,2077.764689,2233.496817,2579.515052,3155.189764,2919.802606,3312.652165,3719.341311,3898.105575,4167.083763,4497.495559,4454.238393,3925.363963,4273.252557,4100.148359,3596.746124,3619.706532,4136.909398,4971.019355,5769.841745,6745.349735,7778.724061,7195.567392,8880.204872,10008.32737,9985.93354,10114.33737,10194.20621,8602.549078,8287.516175,9108.508585
Life expectancy,Latin America & the Caribbean (IDA & IBRD countries),TLA,55.63509001,56.11918904,56.58382638,57.02987189,57.45947503,57.87832816,58.29294847,58.70807806,59.12808859,59.55360946,59.98212519,60.41021124,60.83101289,61.24077702,61.63890705,62.02649879,62.40764147,62.78642419,63.1665455,63.54916136,63.93311793,64.31612416,64.69597325,65.06727077,65.43361488,65.79357904,66.14799248,66.49936931,66.84880224,67.20026475,67.55809972,67.92634745,68.30678904,68.69563471,69.09343267,69.49473778,69.89459002,70.28798466,70.66742291,71.03110801,71.37551102,71.69928541,72.00524978,72.29513093,72.57253208,72.83980346,73.09968836,73.35471307,73.60592727,73.85486873,74.10007589,74.34115255,74.575218,74.80115875,75.01968607,75.23120107,75.43739896,75.63927005
Net migration,Latin America & the Caribbean (IDA & IBRD countries),TLA,,,-1155769,,,,,-1566506,,,,,-2040736,,,,,-3036400,,,,,-3176351,,,,,-3636299,,,,,-3202492,,,,,-4704511,,,,,-5346329,,,,,-2205983,,,,,-1671733,,,,,-1500234
Population,Latin America & the Caribbean (IDA & IBRD countries),TLA,210357620,216285875,222396518,228663034,235048548,241525127,248082224,254723773,261454660,268285362,275222756,282265414,289406786,296643292,303970215,311383650,318876360,326446030,334099163,341845707,349689363,357632874,365662995,373747579,381844359,389922156,397961545,405966436,413957171,421966286,430014112,438102530,446211495,454312822,462368285,470347459,478247051,486067029,493785288,501376484,508826710,516120111,523270767,530331985,537377388,544459791,551595525,558768052,565956228,573125269,580246796,587315129,594330743,601277206,608136047,614891969,621534921,628059792
GDP per capita,Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.3557475,580.0358755,552.8103266,565.5397501,1081.972674,1767.0027,2534.66219,2705.232903,4073.23928,2929.980284,3603.940551,5021.462224,5766.969812,4770.315933,3335.548567,2501.577386,1987.118804,2279.253204
Life expectancy,Timor-Leste,TLS,33.729,34.229,34.73,35.232,35.734,36.272,36.894,37.596,38.335,39.041,39.528,39.574,39.085,38.077,36.659,35.092,33.714,32.826,32.628,33.177,34.419,36.184,38.174,40.132,41.932,43.481,44.749,45.82,46.773,47.638,48.469,49.332,50.273,51.317,52.467,53.696,54.954,56.179,57.325,58.38,59.36,60.304,61.251,62.223,63.209,64.175,65.068,65.842,66.472,66.956,67.313,67.578,67.805,68.033,68.285,68.569,68.881,69.199
Net migration,Timor-Leste,TLS,,,670,,,,,864,,,,,2242,,,,,-93784,,,,,10300,,,,,-4850,,,,,-4186,,,,,-156056,,,,,4020,,,,,-93744,,,,,-50004,,,,,-50004
Population,Timor-Leste,TLS,499950,508845,518107,527749,537786,548218,558676,569031,579807,591739,605125,620945,638499,654437,664223,664984,654947,636096,613857,595872,587563,591005,604430,624648,646688,666945,684184,699522,714474,731444,751933,777011,805435,833611,856684,871447,875916,871994,865194,863269,871607,892531,923825,960852,996698,1026484,1048621,1064973,1078110,1092021,1109591,1131523,1156760,1184366,1212814,1240977,1268671,1296311
GDP per capita,Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.264528,1197.358485,1337.394686,1521.397166,1530.942037,1523.071813,1580.829528,1608.842159,1637.130789,1563.068,1733.405457,1975.622193,2287.78591,2613.614846,3175.051535,3840.68192,3648.612343,4143.288742,4611.075979,4989.655386,4597.043856,4444.104498,3942.887352,3915.34289,3799.867898
Life expectancy,Middle East & North Africa (IDA & IBRD countries),TMN,46.63164348,47.22126077,47.80760395,48.3941859,48.98342336,49.57096438,50.14964257,50.71401418,51.26524906,51.80809301,52.36016234,52.94408373,53.57080761,54.23722117,54.93185273,55.6174066,56.24548471,56.78632861,57.23154682,57.5960478,57.92499613,58.28429,58.7334423,59.30980784,60.02069074,60.85003409,61.75824063,62.68192781,63.56590643,64.38163044,65.10697461,65.73612426,66.28834022,66.78324863,67.22907113,67.63326763,68.00212716,68.34193853,68.65926878,68.95993739,69.24962818,69.53156217,69.80601517,70.07329761,70.33604201,70.59410637,70.84669595,71.08947598,71.31988557,71.5379884,71.7468881,71.95173083,72.156869,72.36456741,72.57224343,72.77948414,72.98598886,73.19268003
Net migration,Middle East & North Africa (IDA & IBRD countries),TMN,,,-723877,,,,,-894743,,,,,-1700859,,,,,-1220296,,,,,967257,,,,,-119320,,,,,-2158961,,,,,-831017,,,,,-1475598,,,,,-1228047,,,,,-3162723,,,,,-2383421
Population,Middle East & North Africa (IDA & IBRD countries),TMN,97837766,100458479,103147177,105914391,108774858,111738154,114816087,118004103,121276296,124596411,127942543,131309640,134719523,138211123,141837810,145642454,149628962,153798274,158185098,162829871,167755859,172967490,178440308,184129812,189974163,195917732,201950420,208051337,214140741,220121789,225925572,231513429,236899060,242132775,247294351,252443551,257602127,262757426,267895723,272991630,278033137,283018341,287975628,292959567,298041669,303274818,308672973,314226665,319934461,325786717,331770455,337894992,344148796,350471538,356783315,363027163,369167489,375217005
GDP per capita,Tonga,TON,,,,,,,,,,,,,,,,367.9397578,336.5274045,378.0872461,454.9655408,483.9328495,572.6459023,666.0247753,662.5480201,649.049459,684.6439179,639.2415709,724.3704457,865.2645942,1126.657308,1120.256771,1193.486507,1386.730109,1435.309233,1447.972527,2022.016874,2108.19574,2278.570599,2193.384592,1942.523265,2015.41817,2063.207236,1837.977391,1842.404421,2029.714718,2284.307858,2594.74999,2892.522663,2932.315883,3392.887992,3070.987247,3548.068399,4044.979721,4500.750362,4278.884567,4196.470593,4093.849585,3744.492261,3959.079757
Life expectancy,Tonga,TON,61.401,61.767,62.13,62.488,62.84,63.188,63.533,63.876,64.215,64.55,64.876,65.189,65.486,65.766,66.03,66.28,66.521,66.757,66.994,67.232,67.476,67.725,67.978,68.23,68.478,68.716,68.936,69.136,69.313,69.468,69.603,69.722,69.832,69.94,70.05,70.164,70.285,70.411,70.541,70.674,70.811,70.949,71.089,71.229,71.367,71.504,71.639,71.773,71.906,72.039,72.173,72.308,72.446,72.588,72.732,72.88,73.029,73.179
Net migration,Tonga,TON,,,103,,,,,-3147,,,,,-7635,,,,,-7889,,,,,-12542,,,,,-10902,,,,,-11082,,,,,-8701,,,,,-8129,,,,,-8196,,,,,-8078,,,,,-4833
Population,Tonga,TON,61601,63745,66259,69005,71757,74362,76779,79052,81097,82877,84369,85518,86347,86988,87609,88348,89254,90295,91364,92300,93007,93453,93681,93774,93842,93953,94145,94384,94667,94929,95153,95333,95496,95644,95833,96076,96369,96725,97135,97591,98082,98611,99184,99789,100406,101041,101689,102357,103005,103604,104137,104577,104951,105328,105782,106364,107122,108020
GDP per capita,South Asia (IDA & IBRD),TSA,82.42471447,86.09966468,89.95470043,99.02084362,110.9661424,116.6316095,95.82780085,103.1496766,105.8572534,113.6123181,120.3035079,124.9927257,122.7651438,137.2502915,162.4027434,170.1321448,162.2726301,183.2801237,203.6627705,222.7584012,262.3001672,271.4970342,274.3160468,283.6201637,275.7665996,292.9864798,303.2480708,329.1362069,345.7931267,341.2729915,359.3956011,312.6982528,324.967978,315.0734011,350.035385,381.010881,408.5822329,420.3056557,418.0907198,439.60553,448.8394123,452.3114269,466.0965114,534.8973989,609.7733177,687.561564,778.2399018,963.7385165,964.1141931,1047.163907,1263.828366,1373.73465,1370.189137,1387.135899,1499.472711,1546.44764,1652.607405,1870.161523
Life expectancy,South Asia (IDA & IBRD),TSA,41.95390256,42.59365713,43.23655279,43.88338342,44.53187211,45.17454572,45.80284398,46.40997661,46.99317431,47.55563457,48.10962615,48.67180138,49.25492458,49.86474243,50.49619901,51.13946104,51.7779706,52.39554972,52.9785062,53.52119207,54.01896477,54.47202107,54.89033184,55.28656149,55.66963325,56.04998348,56.44076176,56.84689422,57.27363532,57.72196325,58.19148666,58.6786067,59.17422767,59.66943318,60.16041222,60.64257885,61.11284851,61.57008814,62.01559232,62.4476909,62.86522183,63.2716067,63.66944702,64.06143294,64.45131702,64.84230334,65.23711423,65.63646252,66.03714858,66.43652927,66.8267569,67.20119624,67.55372165,67.88114502,68.18110893,68.45652588,68.71053305,68.95037203
Net migration,South Asia (IDA & IBRD),TSA,,,-454109,,,,,-789458,,,,,-1131024,,,,,-580510,,,,,-2623284,,,,,-1873468,,,,,-296025,,,,,-3508471,,,,,-4439248,,,,,-10167795,,,,,-6663834,,,,,-6962017
